name,meaning,gender
Ashnapreet,Grace,Girl
Zaneali,Divine,Boy
Pamaali,Courage,Girl
Shavaesh,Faith,Boy
Riyaita,Light,Boy
Yariali,Courage,Boy
Depan,Hope,Girl
Bavin,Love,Girl
Shivin,Energy,Boy
Deshiansh,Joy,Boy
Bhlodeep,Energy,Boy
Dalaita,Hope,Boy
Trinadev,Wisdom,Girl
Arvait,Harmony,Boy
Anlaans,Prosperity,Boy
Varuita,Love,Girl
Diloika,Blessing,Boy
Praruita,Hope,Boy
Karaa,Wisdom,Girl
Omvia,Love,Boy
Omsaesh,Light,Boy
Suraya,Hope,Girl
Vilon,Joy,Girl
Aaviay,Faith,Girl
Diniika,Joy,Girl
Hamiika,Brilliance,Boy
Ashmiika,Wisdom,Boy
Yamiesh,Energy,Girl
Pamiita,Wisdom,Girl
Sasapreet,Blessing,Boy
Karia,Joy,Girl
Adilon,Grace,Girl
Valaita,Kindness,Girl
Chaneika,Divine,Girl
Yaniali,Brilliance,Boy
Deruali,Kindness,Girl
Vimapreet,Hope,Girl
Omneya,Love,Boy
Antaika,Wisdom,Girl
Sushideep,Victory,Girl
Kimaraj,Strength,Girl
Davin,Light,Girl
Taruansh,Brilliance,Girl
Zakaali,Energy,Boy
Trimadev,Kindness,Boy
Tripaika,Hope,Girl
Bhsaay,Prosperity,Boy
Lalodev,Courage,Girl
Aardin,Light,Boy
Riviika,Harmony,Girl
Sunaita,Energy,Girl
Prayaita,Strength,Boy
Gayaesh,Love,Boy
Nashiesh,Grace,Boy
Lanapreet,Joy,Girl
Aarkaav,Harmony,Girl
Ridiya,Peace,Boy
Depaika,Kindness,Boy
Manaika,Brilliance,Boy
Aarmiika,Wisdom,Girl
Ririika,Brilliance,Boy
Rakaika,Courage,Boy
Japaita,Victory,Boy
Devaika,Wisdom,Boy
Vitaali,Wisdom,Girl
Diraika,Harmony,Girl
Suraa,Blessing,Girl
Variali,Victory,Girl
Adimaan,Divine,Girl
Ansan,Divine,Boy
Yayaika,Energy,Boy
Pradideep,Wisdom,Boy
Sumaansh,Strength,Boy
Vineit,Hope,Boy
Kataansh,Brilliance,Girl
Gadiav,Divine,Boy
Pasan,Grace,Boy
Kineay,Prosperity,Boy
Laraika,Faith,Boy
Ashvaesh,Divine,Girl
Zavadev,Love,Girl
Yarian,Love,Boy
Ayriita,Brilliance,Boy
Dariit,Blessing,Boy
Sutaay,Victory,Boy
Bhraika,Wisdom,Boy
Paniali,Light,Girl
Aymaesh,Brilliance,Girl
Aarin,Energy,Girl
Kinaya,Victory,Boy
Arniali,Strength,Girl
Visait,Brilliance,Boy
Avdiay,Peace,Girl
Balaika,Courage,Girl
Haraans,Wisdom,Girl
Ashshiit,Harmony,Girl
Daneika,Harmony,Girl
Pamia,Grace,Girl
Vanadev,Grace,Boy
Avdiav,Strength,Boy
Shimiay,Faith,Girl
Raneika,Victory,Girl
Shamaans,Light,Girl
Balaika,Victory,Girl
Anlaraj,Blessing,Boy
Trivideep,Light,Girl
Raraansh,Joy,Girl
Daviita,Wisdom,Girl
Deviya,Wisdom,Boy
Diyadev,Wisdom,Girl
Vashiay,Light,Boy
Raloan,Grace,Boy
Praraa,Grace,Boy
Bayaika,Joy,Boy
Yanadev,Harmony,Girl
Yayan,Divine,Boy
Ommiesh,Joy,Boy
Pradiita,Harmony,Boy
Lalaav,Love,Girl
Varia,Peace,Girl
Dayadeep,Peace,Girl
Praraan,Divine,Girl
Prataav,Divine,Boy
Talait,Faith,Girl
Sunaay,Strength,Girl
Omyaans,Joy,Girl
Ishriit,Light,Girl
Rimaika,Blessing,Boy
Vavidev,Hope,Boy
Ashniika,Prosperity,Boy
Devians,Light,Boy
Rikaita,Energy,Boy
Kinaav,Prosperity,Boy
Deniraj,Brilliance,Girl
Aarmadev,Kindness,Boy
Ishmia,Brilliance,Boy
Arlopreet,Prosperity,Boy
Ommin,Courage,Girl
Danaita,Faith,Boy
Demiesh,Wisdom,Boy
Maviya,Energy,Girl
Aarloav,Courage,Girl
Omyan,Harmony,Girl
Andiav,Divine,Girl
Pakapreet,Joy,Girl
Hasaan,Love,Girl
Dasaav,Strength,Girl
Aarradeep,Blessing,Girl
Danen,Kindness,Girl
Baruika,Light,Girl
Aasaika,Strength,Girl
Zaraav,Grace,Girl
Prataav,Wisdom,Girl
Omnaansh,Energy,Girl
Devadeep,Peace,Girl
Avrun,Faith,Girl
Gavin,Victory,Girl
Riyaika,Peace,Boy
Tavan,Prosperity,Boy
Zatadeep,Kindness,Girl
Sumaay,Love,Boy
Hayaali,Light,Boy
Ravaita,Energy,Boy
Maruit,Kindness,Boy
Shilodev,Divine,Boy
Samadev,Strength,Boy
Shashiraj,Energy,Boy
Palon,Peace,Boy
Yaviav,Peace,Boy
Japaali,Wisdom,Girl
Adishiita,Prosperity,Boy
Sanaraj,Hope,Boy
Aayaa,Grace,Girl
Gakaay,Light,Boy
Aamaraj,Light,Girl
Shitaan,Light,Boy
Pataika,Faith,Boy
Anviay,Divine,Boy
Hanin,Light,Boy
Didin,Divine,Girl
Prasadev,Blessing,Girl
Raloit,Kindness,Boy
Anvaan,Strength,Girl
Damaa,Faith,Girl
Shapaans,Courage,Boy
Malan,Hope,Boy
Adiviay,Joy,Girl
Ramaa,Strength,Boy
Ashmiraj,Brilliance,Boy
Adiraali,Joy,Boy
Aarkaita,Harmony,Girl
Vimaesh,Joy,Girl
Trimiika,Grace,Boy
Anniesh,Grace,Girl
Laniesh,Peace,Boy
Omkaita,Love,Girl
Suniika,Grace,Boy
Davaita,Divine,Girl
Aamaan,Victory,Girl
Aaraita,Peace,Girl
Ishvians,Prosperity,Boy
Sharidev,Courage,Boy
Trishin,Energy,Girl
Rikaraj,Courage,Girl
Chamiraj,Brilliance,Boy
Damait,Kindness,Girl
Viniit,Strength,Girl
Aataav,Light,Girl
Ralaali,Light,Girl
Shariay,Light,Boy
Tamiali,Wisdom,Girl
Vapaika,Courage,Girl
Ritaika,Strength,Girl
Saneit,Divine,Boy
Haloansh,Prosperity,Boy
Trinaika,Prosperity,Girl
Aaryan,Peace,Boy
Ashdiika,Prosperity,Girl
Mayaay,Hope,Girl
Vaneya,Wisdom,Girl
Ayloali,Joy,Boy
Jamapreet,Courage,Boy
Haladev,Energy,Boy
Aymadev,Courage,Boy
Bapadev,Love,Girl
Saviita,Faith,Boy
Rataika,Peace,Boy
Sasaika,Brilliance,Boy
Jamiay,Strength,Girl
Shidians,Kindness,Girl
Nararaj,Joy,Boy
Aamaans,Prosperity,Girl
Rirupreet,Joy,Boy
Bhruali,Love,Girl
Anneita,Brilliance,Boy
Hataya,Brilliance,Girl
Hanaa,Kindness,Boy
Pramaali,Brilliance,Girl
Yavians,Brilliance,Boy
Ashsaan,Strength,Girl
Jaraan,Joy,Girl
Sariika,Wisdom,Boy
Ganeans,Grace,Girl
Ashnapreet,Faith,Boy
Ramiay,Peace,Boy
Kavan,Hope,Boy
Yapan,Peace,Boy
Desaesh,Strength,Girl
Pashiit,Brilliance,Boy
Tanaa,Love,Girl
Vakaay,Wisdom,Boy
Adivideep,Wisdom,Boy
Avyaans,Light,Girl
Tamiit,Love,Boy
Viriita,Joy,Girl
Tariika,Hope,Boy
Shavaika,Prosperity,Girl
Rararaj,Peace,Boy
Rataya,Courage,Girl
Nadiit,Love,Girl
Sularaj,Energy,Boy
Bakaita,Harmony,Boy
Diviita,Strength,Boy
Haviika,Brilliance,Boy
Japaans,Strength,Girl
Chaparaj,Kindness,Boy
Tavaika,Strength,Girl
Prakaans,Love,Boy
Naviali,Faith,Boy
Anloesh,Hope,Girl
Davapreet,Wisdom,Boy
Shariansh,Peace,Girl
Omria,Kindness,Girl
Bhyaa,Courage,Girl
Galaans,Energy,Girl
Avshiesh,Energy,Girl
Divaav,Love,Boy
Haloansh,Grace,Boy
Mashiesh,Peace,Girl
Talaa,Grace,Boy
Viruraj,Blessing,Boy
Zanan,Joy,Boy
Rilan,Hope,Boy
Hadiya,Peace,Boy
Shivaav,Brilliance,Boy
Hanaya,Joy,Girl
Pradiika,Energy,Boy
Sharupreet,Kindness,Girl
Kiraesh,Prosperity,Boy
Rayaika,Brilliance,Boy
Dirideep,Faith,Girl
Bhshiansh,Courage,Boy
Prayaita,Divine,Girl
Detaansh,Grace,Girl
Suvidev,Strength,Boy
Raraya,Wisdom,Boy
Padia,Hope,Boy
Lapait,Faith,Girl
Aymiya,Grace,Girl
Arraika,Brilliance,Boy
Suneav,Grace,Girl
Kitaika,Strength,Girl
Namaita,Divine,Girl
Yaloit,Hope,Girl
Zatan,Blessing,Girl
Kineesh,Kindness,Girl
Omviay,Faith,Boy
Arloesh,Harmony,Girl
Gavin,Grace,Boy
Prariit,Love,Girl
Zaraan,Prosperity,Boy
Prariansh,Grace,Boy
Japaali,Love,Boy
Laviesh,Harmony,Girl
Jasaita,Strength,Girl
Ayloika,Courage,Boy
Omlopreet,Grace,Girl
Adiloav,Kindness,Boy
Bamideep,Love,Boy
Anpadev,Love,Girl
Sunaali,Grace,Girl
Lashideep,Harmony,Boy
Shipapreet,Victory,Girl
Kirait,Brilliance,Girl
Padin,Brilliance,Girl
Vinadev,Light,Girl
Bariya,Courage,Boy
Shalaans,Blessing,Boy
Aardiita,Kindness,Girl
Lariit,Prosperity,Boy
Nanaesh,Brilliance,Boy
Tatait,Energy,Boy
Ramiika,Love,Girl
Aylaav,Light,Boy
Ishniay,Love,Girl
Dapaansh,Light,Boy
Kayapreet,Harmony,Boy
Kilaya,Joy,Girl
Rataav,Joy,Girl
Jakapreet,Energy,Boy
Ladiav,Brilliance,Boy
Trinidev,Peace,Boy
Vamiita,Wisdom,Boy
Masaav,Hope,Boy
Mamiraj,Joy,Boy
Deyaali,Brilliance,Girl
Raniav,Prosperity,Girl
Rakaav,Harmony,Boy
Yaraa,Faith,Boy
Yalan,Kindness,Girl
Gayaan,Faith,Boy
Hanidev,Blessing,Girl
Aaraay,Victory,Girl
Riladeep,Energy,Girl
Avlaesh,Joy,Girl
Zalaika,Hope,Boy
Paniita,Brilliance,Boy
Suvaan,Energy,Boy
Avkaay,Peace,Boy
Paloans,Faith,Girl
Vimiya,Blessing,Girl
Kinaav,Energy,Girl
Avdin,Brilliance,Girl
Dadiit,Kindness,Boy
Shavaya,Brilliance,Girl
Gadiika,Divine,Girl
Aaryaya,Blessing,Girl
Tamideep,Harmony,Girl
Vashiansh,Love,Boy
Deradeep,Prosperity,Girl
Aardiita,Joy,Girl
Zalodeep,Love,Boy
Pradin,Brilliance,Boy
Shaniraj,Divine,Girl
Shanedev,Light,Boy
Depaita,Grace,Girl
Ishyaita,Kindness,Boy
Viyaesh,Faith,Girl
Shinaita,Courage,Girl
Dimaan,Divine,Boy
Zadiika,Courage,Boy
Saloali,Wisdom,Boy
Lasaans,Light,Boy
Baloans,Kindness,Girl
Hanidev,Kindness,Boy
Daloit,Joy,Boy
Bariraj,Hope,Boy
Adinaesh,Harmony,Girl
Paviika,Hope,Girl
Shiraya,Love,Boy
Shavians,Kindness,Girl
Devaika,Victory,Boy
Mavan,Peace,Girl
Bhnaay,Courage,Boy
Adishian,Energy,Boy
Shinideep,Hope,Boy
Pamaans,Victory,Girl
Ramiika,Harmony,Girl
Ganiika,Prosperity,Boy
Yaparaj,Hope,Girl
Garuraj,Energy,Girl
Aatadev,Faith,Girl
Anniay,Victory,Girl
Ishsadeep,Love,Boy
Ramiika,Faith,Boy
Pamaita,Grace,Boy
Shakait,Peace,Girl
Haniansh,Victory,Girl
Ayloesh,Love,Boy
Aytadeep,Divine,Girl
Bapaali,Wisdom,Girl
Ayloita,Grace,Girl
Baruay,Light,Boy
Jashiita,Strength,Girl
Lamiita,Victory,Girl
Viriit,Light,Girl
Ridiraj,Courage,Girl
Aaladev,Blessing,Girl
Shamideep,Strength,Girl
Diraali,Grace,Girl
Ashyaika,Light,Boy
Vapaesh,Faith,Boy
Raniay,Blessing,Girl
Arlaika,Kindness,Girl
Avpaay,Blessing,Girl
Tarians,Joy,Girl
Kilait,Courage,Boy
Janean,Strength,Boy
Haloit,Hope,Girl
Vakaesh,Light,Girl
Vatadev,Peace,Girl
Avkaav,Harmony,Girl
Anviit,Grace,Boy
Anyaav,Wisdom,Girl
Aanedeep,Love,Boy
Saviit,Brilliance,Boy
Deviit,Kindness,Boy
Rayadev,Harmony,Boy
Triruika,Energy,Girl
Riladeep,Love,Boy
Rariav,Faith,Boy
Bhlaika,Divine,Boy
Divadev,Faith,Boy
Vakaraj,Love,Girl
Zaradev,Love,Girl
Aanaraj,Wisdom,Boy
Deviika,Grace,Girl
Avvaali,Victory,Boy
Suyaav,Prosperity,Boy
Pariit,Grace,Boy
Lalodeep,Blessing,Boy
Anmian,Peace,Boy
Ladiita,Prosperity,Girl
Suyaesh,Divine,Boy
Vilaesh,Courage,Boy
Bhyaansh,Prosperity,Girl
Andiya,Love,Boy
Bariali,Light,Girl
Kashiya,Grace,Boy
Sataraj,Faith,Boy
Vashiali,Courage,Boy
Shamiit,Joy,Boy
Ayman,Wisdom,Girl
Javiali,Kindness,Boy
Suvaita,Light,Boy
Prayaika,Peace,Girl
Dilaita,Courage,Boy
Salodev,Faith,Boy
Praniya,Divine,Boy
Hamapreet,Harmony,Girl
Adivians,Hope,Boy
Ishvaika,Light,Girl
Adimaita,Joy,Boy
Tririya,Light,Girl
Aryaan,Love,Girl
Hadiesh,Courage,Girl
Yariit,Courage,Boy
Arloav,Victory,Girl
Dakaita,Peace,Girl
Aasaraj,Harmony,Boy
Pralaans,Victory,Boy
Aarmin,Victory,Girl
Aarian,Divine,Girl
Ayyaav,Brilliance,Boy
Kanaya,Brilliance,Boy
Deraika,Harmony,Girl
Shilopreet,Peace,Boy
Hadipreet,Wisdom,Boy
Prarupreet,Hope,Boy
Samiita,Joy,Boy
Aanian,Blessing,Girl
Pramaay,Faith,Boy
Adipaav,Joy,Girl
Mariika,Peace,Girl
Adiladeep,Prosperity,Girl
Sataesh,Light,Boy
Saruraj,Wisdom,Boy
Talait,Joy,Girl
Bhparaj,Joy,Girl
Jaruika,Divine,Boy
Saraav,Wisdom,Boy
Havaita,Love,Boy
Mavipreet,Wisdom,Boy
Omruav,Divine,Boy
Ditaesh,Blessing,Boy
Vikaika,Prosperity,Boy
Ditaan,Energy,Boy
Sulaika,Divine,Boy
Halodev,Victory,Girl
Shiloesh,Victory,Girl
Sanadeep,Blessing,Boy
Aysapreet,Courage,Girl
Diviika,Love,Boy
Vaviav,Divine,Girl
Trikapreet,Blessing,Girl
Papaika,Kindness,Boy
Ardipreet,Kindness,Boy
Jashiesh,Kindness,Girl
Didiya,Peace,Girl
Shinadev,Brilliance,Boy
Vishian,Joy,Boy
Deraika,Peace,Boy
Pasaesh,Brilliance,Girl
Adinedev,Strength,Boy
Chamiesh,Blessing,Boy
Baruraj,Hope,Boy
Lamia,Divine,Girl
Ishmaali,Victory,Girl
Pralaita,Energy,Boy
Sasaika,Light,Boy
Daraika,Harmony,Girl
Sumiay,Light,Boy
Raruika,Brilliance,Girl
Prariita,Peace,Girl
Omvaika,Brilliance,Boy
Ishmadeep,Wisdom,Girl
Ashraika,Harmony,Boy
Chanaav,Energy,Boy
Diniraj,Brilliance,Girl
Balaraj,Light,Boy
Prashia,Prosperity,Girl
Arkaika,Divine,Boy
Sanaya,Brilliance,Boy
Aarmaraj,Wisdom,Boy
Gashiya,Kindness,Boy
Rikaa,Kindness,Boy
Triniraj,Victory,Girl
Hanaesh,Peace,Boy
Dirudev,Divine,Girl
Aataa,Harmony,Boy
Yashiansh,Harmony,Boy
Gamaay,Faith,Boy
Shaladev,Courage,Boy
Vinadev,Blessing,Girl
Davaita,Hope,Boy
Jadiav,Hope,Girl
Rineay,Energy,Girl
Shilopreet,Kindness,Girl
Triruesh,Grace,Boy
Shavaa,Divine,Girl
Jakapreet,Kindness,Girl
Yanidev,Energy,Boy
Shidiita,Victory,Boy
Pralaika,Faith,Girl
Ditaans,Grace,Girl
Ardiita,Blessing,Girl
Vimaansh,Energy,Girl
Yadia,Energy,Boy
Navaika,Kindness,Boy
Vaviit,Harmony,Boy
Shasadeep,Peace,Boy
Taneansh,Hope,Girl
Chanaraj,Prosperity,Boy
Adirudev,Prosperity,Girl
Ritaay,Love,Girl
Bhvapreet,Prosperity,Girl
Ganaansh,Energy,Boy
Taladev,Grace,Boy
Tamiraj,Wisdom,Girl
Sashiita,Light,Boy
Susaansh,Joy,Boy
Ririika,Faith,Girl
Arviansh,Kindness,Girl
Mavaraj,Divine,Boy
Adinan,Energy,Boy
Ayripreet,Light,Girl
Dasaa,Blessing,Boy
Taraa,Prosperity,Boy
Avloika,Energy,Boy
Armiika,Courage,Girl
Riviika,Faith,Girl
Deriita,Prosperity,Girl
Chamaika,Brilliance,Girl
Sushiika,Strength,Girl
Bhyaali,Blessing,Girl
Naniali,Grace,Girl
Rayaika,Strength,Girl
Tavin,Peace,Girl
Pradiali,Strength,Boy
Gashia,Kindness,Girl
Pramians,Energy,Boy
Tadiay,Energy,Boy
Shirin,Victory,Girl
Saviika,Wisdom,Girl
Vadiika,Grace,Boy
Ommians,Faith,Boy
Galaika,Hope,Girl
Rimiay,Light,Boy
Deriya,Light,Boy
Danaraj,Courage,Boy
Omraita,Grace,Boy
Risaa,Strength,Boy
Gariansh,Prosperity,Girl
Baruans,Brilliance,Boy
Pradidev,Divine,Boy
Lataali,Energy,Girl
Surians,Strength,Boy
Vilaika,Wisdom,Boy
Yamaya,Divine,Girl
Rashiya,Energy,Boy
Bhshin,Kindness,Boy
Trirudeep,Harmony,Boy
Divaita,Kindness,Boy
Bayaali,Courage,Girl
Zavaika,Faith,Girl
Ritaita,Courage,Girl
Zariali,Joy,Girl
Dapaita,Kindness,Boy
Deruika,Courage,Boy
Avruraj,Victory,Girl
Lamaraj,Light,Girl
Shashians,Harmony,Girl
Japaya,Faith,Boy
Mamait,Faith,Girl
Kayadev,Love,Boy
Sadideep,Harmony,Boy
Deriika,Courage,Boy
Aashians,Energy,Girl
Shataansh,Energy,Girl
Ditaita,Hope,Girl
Sakaesh,Prosperity,Girl
Rilaika,Light,Girl
Yapaika,Blessing,Girl
Ayloesh,Grace,Boy
Suloansh,Light,Girl
Ashniita,Peace,Boy
Omnedeep,Brilliance,Boy
Tataav,Prosperity,Boy
Jadiika,Victory,Boy
Taloika,Grace,Boy
Adiriraj,Peace,Boy
Omlaika,Wisdom,Boy
Shitan,Harmony,Boy
Vadiika,Prosperity,Girl
Aarrin,Prosperity,Girl
Ishkaa,Brilliance,Girl
Suniav,Faith,Boy
Ralaika,Energy,Boy
Riniika,Faith,Girl
Jadian,Kindness,Girl
Arriya,Brilliance,Boy
Aavaa,Wisdom,Girl
Rasaa,Hope,Boy
Lalaika,Wisdom,Boy
Lataav,Divine,Boy
Viyaika,Joy,Boy
Aalaav,Kindness,Girl
Shivia,Brilliance,Girl
Triraita,Prosperity,Boy
Mayaans,Brilliance,Boy
Demiit,Peace,Boy
Pasapreet,Harmony,Girl
Daraita,Hope,Girl
Gakaansh,Faith,Boy
Dataav,Wisdom,Girl
Baviita,Light,Boy
Pashia,Divine,Girl
Gamian,Joy,Girl
Shivaesh,Faith,Girl
Aalaans,Victory,Boy
Ashraa,Love,Boy
Mayaali,Joy,Girl
Shakaika,Blessing,Boy
Yaviika,Harmony,Girl
Pradiika,Courage,Boy
Ayraansh,Blessing,Girl
Aardiita,Light,Boy
Ranaesh,Grace,Boy
Adiyaali,Peace,Girl
Dasapreet,Kindness,Boy
Omtaans,Divine,Girl
Jarua,Strength,Boy
Pralon,Prosperity,Girl
Didiika,Blessing,Boy
Adiriika,Faith,Boy
Javiali,Faith,Boy
Dilaansh,Grace,Girl
Adiniita,Courage,Girl
Tamaa,Peace,Boy
Aryaita,Strength,Boy
Nadiya,Hope,Girl
Laviika,Kindness,Girl
Riradeep,Divine,Boy
Nanadeep,Peace,Girl
Mariav,Light,Boy
Ashsaita,Victory,Girl
Prashiika,Victory,Boy
Trineita,Grace,Girl
Viviika,Blessing,Girl
Pamin,Joy,Boy
Shivaraj,Divine,Boy
Kipaya,Victory,Boy
Kikaa,Hope,Girl
Shaniika,Courage,Boy
Triraita,Peace,Girl
Yapaali,Wisdom,Girl
Jakaraj,Prosperity,Boy
Ompaesh,Joy,Boy
Armiraj,Light,Boy
Shavaansh,Harmony,Boy
Riruav,Prosperity,Boy
Ashruit,Strength,Girl
Bhdiesh,Kindness,Girl
Savaali,Courage,Girl
Kimiav,Kindness,Boy
Ishshiita,Victory,Girl
Gakaans,Kindness,Girl
Avraansh,Strength,Boy
Omruan,Strength,Girl
Napaan,Victory,Boy
Armiali,Faith,Girl
Anparaj,Joy,Boy
Bhpaita,Wisdom,Boy
Payaali,Wisdom,Boy
Nanaav,Joy,Boy
Adipapreet,Wisdom,Girl
Lamaansh,Love,Boy
Visaan,Courage,Boy
Avsaay,Grace,Girl
Shayaesh,Strength,Girl
Dakaya,Divine,Girl
Avvaansh,Kindness,Girl
Laruita,Brilliance,Girl
Riyaans,Peace,Girl
Karaika,Kindness,Boy
Avmiika,Faith,Girl
Panaika,Energy,Boy
Bhsaita,Light,Girl
Rayaika,Blessing,Girl
Shadiansh,Hope,Boy
Shikaav,Light,Boy
Ishruav,Wisdom,Boy
Ishmaali,Prosperity,Girl
Ranea,Joy,Girl
Mamin,Brilliance,Boy
Jamaali,Light,Boy
Jakaita,Light,Girl
Ranaita,Prosperity,Boy
Bhvaali,Joy,Girl
Naviya,Blessing,Boy
Ashraika,Victory,Girl
Kavan,Prosperity,Boy
Avneika,Wisdom,Boy
Panaa,Brilliance,Girl
Sulaav,Energy,Boy
Dipaita,Brilliance,Boy
Gayait,Love,Girl
Triloesh,Brilliance,Girl
Vinadev,Energy,Boy
Ashraans,Strength,Girl
Daloraj,Courage,Girl
Chakadev,Peace,Boy
Bhshiali,Grace,Boy
Mamaansh,Joy,Boy
Davaan,Strength,Boy
Praruraj,Light,Girl
Ishtaraj,Strength,Girl
Shimians,Kindness,Boy
Ashloraj,Faith,Boy
Kamia,Joy,Boy
Ashriita,Love,Boy
Suparaj,Strength,Girl
Kiruika,Strength,Girl
Talaika,Joy,Boy
Vamaans,Brilliance,Girl
Riyaika,Faith,Girl
Dadiansh,Joy,Boy
Aaryaika,Victory,Boy
Panaita,Prosperity,Boy
Kiriita,Hope,Girl
Avshian,Divine,Boy
Bhtaika,Kindness,Girl
Aysaraj,Faith,Boy
Naneika,Divine,Boy
Ishshin,Prosperity,Girl
Bhlodev,Blessing,Boy
Ompait,Blessing,Boy
Omniav,Joy,Girl
Kaneesh,Hope,Boy
Kasaika,Victory,Girl
Aadiay,Energy,Boy
Talaa,Peace,Girl
Shimiika,Peace,Boy
Praniika,Grace,Girl
Vineika,Wisdom,Girl
Namaita,Victory,Boy
Kamiay,Peace,Boy
Tashiya,Courage,Boy
Dalopreet,Grace,Girl
Risaansh,Energy,Boy
Lapaan,Peace,Girl
Maniika,Love,Girl
Aarlaika,Light,Girl
Suloita,Divine,Girl
Sataali,Kindness,Girl
Darun,Faith,Boy
Ganait,Grace,Boy
Charupreet,Harmony,Boy
Aataali,Love,Boy
Yalaali,Victory,Boy
Viloesh,Energy,Girl
Rinaika,Courage,Girl
Ayneansh,Faith,Boy
Devaesh,Kindness,Girl
Dariita,Energy,Boy
Daniay,Victory,Boy
Kaloali,Love,Boy
Zamidev,Harmony,Boy
Praviika,Peace,Girl
Yarideep,Victory,Boy
Ashloita,Grace,Boy
Pramin,Faith,Girl
Omlaya,Energy,Boy
Garuit,Peace,Girl
Devaita,Hope,Girl
Layadeep,Hope,Boy
Artaesh,Hope,Girl
Avdidev,Prosperity,Girl
Banaa,Grace,Girl
Pratadeep,Brilliance,Boy
Hasaita,Prosperity,Boy
Maniika,Hope,Girl
Praviita,Joy,Girl
Prataali,Wisdom,Boy
Adilodev,Brilliance,Boy
Ishloav,Blessing,Girl
Aarneita,Light,Girl
Shineansh,Brilliance,Boy
Lakaesh,Harmony,Boy
Nashiita,Courage,Boy
Dilaika,Grace,Boy
Anniansh,Courage,Girl
Jayaita,Harmony,Boy
Nataesh,Brilliance,Girl
Prayaansh,Hope,Girl
Sashipreet,Prosperity,Girl
Kadideep,Light,Girl
Paruans,Divine,Girl
Chaloali,Harmony,Girl
Aarloika,Strength,Boy
Shiradeep,Victory,Boy
Aryaali,Energy,Girl
Zariesh,Light,Girl
Rinadev,Prosperity,Boy
Raloit,Harmony,Girl
Paneansh,Love,Girl
Shilaa,Hope,Girl
Aatait,Divine,Boy
Omtait,Brilliance,Girl
Haniansh,Joy,Boy
Ishpaita,Divine,Boy
Sharaika,Divine,Boy
Viraika,Wisdom,Girl
Ganidev,Light,Boy
Bamideep,Harmony,Girl
Dimiika,Grace,Boy
Tririika,Victory,Boy
Dimideep,Kindness,Boy
Deladev,Courage,Boy
Jataika,Love,Girl
Omdiesh,Hope,Girl
Aaria,Kindness,Girl
Namipreet,Grace,Girl
Diniav,Peace,Girl
Palaali,Strength,Boy
Omloay,Energy,Girl
Vataika,Brilliance,Boy
Taraita,Light,Boy
Ishshiesh,Faith,Girl
Kariav,Kindness,Girl
Ganeika,Brilliance,Boy
Yapadeep,Love,Girl
Pramaali,Grace,Boy
Shaneav,Light,Boy
Arnepreet,Prosperity,Boy
Rirudeep,Love,Boy
Omriesh,Strength,Boy
Sularaj,Grace,Boy
Suparaj,Victory,Girl
Bavapreet,Love,Boy
Adineraj,Victory,Girl
Sunia,Strength,Girl
Ishshiali,Strength,Boy
Pranaay,Wisdom,Boy
Sakaraj,Blessing,Girl
Namiansh,Strength,Girl
Lamaika,Courage,Boy
Daladeep,Kindness,Boy
Trikaay,Prosperity,Boy
Aarraay,Victory,Boy
Vataraj,Harmony,Girl
Ashkaa,Brilliance,Boy
Deriita,Light,Boy
Vaniya,Faith,Boy
Bhshidev,Love,Boy
Radidev,Strength,Boy
Shivaita,Prosperity,Girl
Mamian,Kindness,Boy
Lanidev,Wisdom,Boy
Bashian,Kindness,Girl
Tamidev,Joy,Boy
Taniit,Peace,Boy
Ashsaika,Faith,Boy
Ardiika,Blessing,Girl
Hashian,Kindness,Girl
Omshin,Harmony,Boy
Dakaya,Prosperity,Boy
Baloraj,Light,Girl
Diloita,Harmony,Girl
Nalodev,Faith,Girl
Avraya,Brilliance,Boy
Aylaraj,Grace,Girl
Prariika,Prosperity,Girl
Vinea,Kindness,Girl
Laruans,Harmony,Girl
Shavaya,Love,Girl
Rimiraj,Courage,Girl
Saruay,Divine,Boy
Zakaa,Brilliance,Girl
Yamiika,Courage,Boy
Tamiesh,Faith,Girl
Hashiesh,Light,Boy
Ishniit,Victory,Boy
Savaika,Energy,Boy
Banean,Blessing,Boy
Janideep,Faith,Girl
Rilopreet,Energy,Girl
Sapadev,Joy,Girl
Riyaan,Wisdom,Girl
Kavaesh,Harmony,Boy
Avruali,Light,Girl
Ishlaraj,Courage,Boy
Supaa,Kindness,Girl
Davaesh,Love,Girl
Shipaav,Wisdom,Boy
Gamiali,Victory,Boy
Shaloali,Brilliance,Boy
Charaansh,Harmony,Girl
Sanians,Kindness,Boy
Shilaay,Faith,Girl
Viyaika,Brilliance,Boy
Shitan,Peace,Girl
Avmiya,Peace,Girl
Avvaan,Peace,Boy
Aasadeep,Faith,Boy
Gayaita,Courage,Girl
Diriraj,Divine,Girl
Mapait,Strength,Girl
Trishiay,Harmony,Girl
Yashiika,Light,Girl
Manaya,Light,Girl
Padiita,Divine,Boy
Sumiika,Divine,Boy
Aarshidev,Faith,Boy
Tasaan,Divine,Boy
Adikait,Strength,Girl
Namaav,Joy,Girl
Aakaraj,Energy,Girl
Sapaesh,Joy,Girl
Omviita,Love,Girl
Kataav,Joy,Boy
Aamiika,Courage,Girl
Palodeep,Light,Boy
