name,meaning,gender
Arvaansh,Harmony,Boy
Bhtan,Divine,Girl
Yaruika,Prosperity,Girl
Yakaav,Harmony,Boy
Arlaika,Brilliance,Girl
Avruika,Love,Boy
Bhruav,Light,Girl
Yaraay,Strength,Girl
Shikaika,Love,Boy
Ralaika,Grace,Girl
Viriraj,Brilliance,Girl
Jasaa,Peace,Boy
Sharuika,Brilliance,Boy
Kashiika,Hope,Boy
Bhrin,Light,Boy
Haviya,Love,Girl
Ranaay,Victory,Boy
Taniika,Harmony,Girl
Aaraika,Energy,Boy
Maraansh,Peace,Boy
Aaruesh,Light,Boy
Sasaay,Grace,Boy
Yanideep,Light,Girl
Ayyaika,Brilliance,Girl
Yataans,Love,Girl
Visaika,Harmony,Girl
Chayaika,Peace,Boy
Ralaita,Harmony,Girl
Aarnaika,Divine,Girl
Mamian,Brilliance,Boy
Bavia,Light,Girl
Omtaav,Prosperity,Girl
Aaviesh,Hope,Boy
Anviika,Divine,Boy
Aaraya,Divine,Girl
Omviika,Grace,Girl
Savan,Strength,Girl
Shapan,Strength,Girl
Pashian,Love,Girl
Kamiika,Peace,Boy
Anriika,Prosperity,Girl
Vasaali,Peace,Boy
Pramaita,Light,Girl
Pamadeep,Strength,Boy
Shirian,Love,Girl
Avmiita,Hope,Girl
Rakaika,Love,Boy
Deraans,Strength,Girl
Avdian,Strength,Girl
Shavian,Light,Boy
Adishiansh,Peace,Boy
Vimaav,Grace,Boy
Lamiika,Grace,Girl
Kimaa,Light,Boy
Makaav,Grace,Boy
Basaraj,Peace,Boy
Navideep,Love,Girl
Janaav,Energy,Girl
Daviesh,Divine,Boy
Andians,Energy,Boy
Antaraj,Joy,Boy
Prasaika,Hope,Boy
Bhtaika,Strength,Boy
Raradeep,Light,Girl
Omparaj,Light,Boy
Omsaika,Hope,Boy
Chakait,Prosperity,Girl
Laviay,Divine,Girl
Aarkaansh,Joy,Boy
Kashians,Joy,Girl
Nariika,Strength,Boy
Visaika,Light,Girl
Yasaika,Wisdom,Boy
Payaali,Joy,Boy
Aarlaya,Joy,Boy
Hasaans,Wisdom,Girl
Tamaansh,Light,Boy
Aylaika,Grace,Boy
Omshiraj,Energy,Boy
Layaraj,Energy,Girl
Vavia,Strength,Girl
Anruesh,Grace,Boy
Aaladeep,Harmony,Girl
Yayan,Peace,Girl
Dikaesh,Wisdom,Girl
Arviesh,Love,Girl
Trilaita,Light,Girl
Riladeep,Brilliance,Boy
Chapaika,Brilliance,Boy
Dilaa,Hope,Girl
Anruita,Brilliance,Girl
Shayaav,Kindness,Girl
Aaryaay,Love,Girl
Dimaika,Hope,Boy
Tamaika,Kindness,Boy
Aarlaika,Victory,Boy
Jayaika,Love,Boy
Avruay,Kindness,Boy
Shalaita,Harmony,Girl
Shiraika,Grace,Boy
Karuita,Joy,Boy
Tritaansh,Strength,Girl
Ashpaav,Light,Boy
Kariita,Energy,Boy
Kivaika,Wisdom,Girl
Ishraansh,Prosperity,Girl
Basaika,Kindness,Girl
Derideep,Peace,Boy
Aykaans,Love,Girl
Dikaans,Divine,Girl
Gavaika,Kindness,Boy
Ishriesh,Peace,Boy
Sapadeep,Hope,Girl
Chapadeep,Victory,Boy
Demaita,Energy,Girl
Nanaav,Light,Girl
Samiita,Prosperity,Girl
Vanaan,Brilliance,Boy
Ishniika,Prosperity,Boy
Shivians,Joy,Boy
Sutaika,Harmony,Boy
Aakadeep,Joy,Boy
Viniika,Wisdom,Boy
Rikaika,Grace,Girl
Lalaans,Harmony,Girl
Banaita,Wisdom,Girl
Vadian,Love,Boy
Kayaika,Grace,Girl
Sayaan,Joy,Boy
Kinaika,Victory,Boy
Jataay,Peace,Girl
Danaika,Love,Boy
Deyaali,Victory,Boy
Yashiansh,Joy,Girl
Dikaav,Kindness,Girl
Chasaya,Light,Boy
Sanaika,Divine,Boy
Ashmait,Prosperity,Girl
Praviraj,Joy,Girl
Annait,Peace,Girl
Chamaika,Strength,Boy
Riviika,Kindness,Girl
Layaya,Strength,Boy
Gataans,Strength,Girl
Chashin,Strength,Girl
Aaviika,Divine,Boy
Gavaansh,Hope,Girl
Omtadeep,Divine,Boy
Bashiita,Kindness,Girl
Ayviya,Light,Boy
Kapaita,Prosperity,Girl
Charaans,Peace,Girl
Visaika,Strength,Girl
Ankaans,Peace,Girl
Rashiav,Hope,Boy
Shiniali,Hope,Girl
Sulaika,Strength,Girl
Bhviya,Brilliance,Girl
Sushiya,Peace,Girl
Ayvin,Love,Boy
Rashiika,Brilliance,Girl
Omyaraj,Victory,Girl
Anruans,Brilliance,Boy
Vasaa,Wisdom,Boy
Ashruans,Brilliance,Girl
Chaniansh,Wisdom,Girl
Taruraj,Hope,Girl
Chadians,Prosperity,Boy
Ayviika,Love,Boy
Riviya,Divine,Boy
Avnians,Hope,Girl
Demait,Brilliance,Boy
Gashiika,Strength,Boy
Sutaan,Peace,Girl
Vamaans,Divine,Girl
Maviika,Brilliance,Boy
Aanaan,Grace,Boy
Prariika,Brilliance,Girl
Dayaay,Harmony,Girl
Prashiika,Victory,Boy
Kisaika,Light,Girl
Ommaan,Divine,Boy
Aymiika,Prosperity,Girl
Adishiika,Wisdom,Girl
Lanadeep,Divine,Boy
Ishyan,Brilliance,Girl
Nalaa,Divine,Boy
Anlaav,Brilliance,Girl
Lanaika,Kindness,Girl
Lalaay,Grace,Boy
Ratadeep,Joy,Boy
Baruika,Wisdom,Girl
Sukaika,Divine,Boy
Charan,Strength,Girl
Manait,Strength,Boy
Tataika,Kindness,Boy
Aarsaansh,Strength,Girl
Aarniika,Brilliance,Girl
Omraita,Light,Girl
Avyaraj,Light,Girl
Aashiesh,Energy,Boy
Suvaa,Divine,Girl
Yaruan,Harmony,Boy
Avshiali,Grace,Boy
Kinaita,Harmony,Boy
Saviika,Light,Boy
Deraika,Divine,Boy
Ommaita,Victory,Girl
Aysaan,Victory,Boy
Arruan,Peace,Boy
Kipaay,Brilliance,Girl
Kiriya,Light,Boy
Shataita,Hope,Boy
Adipan,Divine,Girl
Ashtadeep,Harmony,Girl
Aadian,Kindness,Boy
Dakaay,Harmony,Girl
Galaya,Harmony,Girl
Dadiika,Energy,Girl
Bhmadeep,Strength,Girl
Pralaali,Victory,Boy
Suyadeep,Grace,Girl
Arpaa,Strength,Boy
Chasait,Joy,Girl
Ashdiansh,Harmony,Boy
Adiyaav,Peace,Girl
Aavaay,Strength,Boy
Bhraita,Hope,Boy
Adiriansh,Victory,Girl
Damaansh,Divine,Girl
Adilaesh,Victory,Girl
Sharuita,Divine,Boy
Depaita,Love,Boy
Lalaika,Peace,Boy
Aapaa,Love,Boy
Nakaan,Kindness,Girl
Haran,Hope,Girl
Vinaav,Strength,Boy
Lataita,Joy,Boy
Gayaesh,Joy,Girl
Devaansh,Grace,Girl
Ranaesh,Divine,Boy
Hasaita,Harmony,Boy
Aaruali,Divine,Girl
Payaita,Grace,Boy
Yariraj,Grace,Girl
Kasaav,Divine,Boy
Havaika,Brilliance,Boy
Ankaika,Brilliance,Girl
Pranaans,Joy,Boy
Prasaraj,Divine,Boy
Jataya,Kindness,Girl
Aarshiav,Victory,Boy
Dapan,Peace,Boy
Havaan,Victory,Boy
Gataya,Divine,Boy
Avtaika,Energy,Boy
Shivaesh,Hope,Girl
Aydiav,Grace,Girl
Raviay,Love,Boy
Anshiita,Prosperity,Girl
Avtan,Wisdom,Girl
Shalaraj,Love,Girl
Aapaita,Brilliance,Girl
Ishnaika,Harmony,Boy
Ashyaan,Brilliance,Girl
Triniita,Joy,Girl
Aamaika,Grace,Girl
Sunideep,Kindness,Girl
Tashiesh,Brilliance,Boy
Avmaita,Love,Boy
Shalaika,Divine,Boy
Nashiay,Strength,Girl
Shapaali,Hope,Girl
Vitaesh,Joy,Boy
Kiraav,Victory,Girl
Jamiav,Harmony,Boy
Omviya,Hope,Boy
Vinaa,Peace,Boy
Diriali,Energy,Girl
Delaav,Divine,Girl
Gataita,Kindness,Boy
Saviika,Kindness,Girl
Daraika,Hope,Boy
Javaika,Harmony,Girl
Yasait,Light,Boy
Pataika,Brilliance,Girl
Anrait,Peace,Boy
Basaika,Love,Girl
Sutaali,Harmony,Boy
Prapaansh,Love,Girl
Dilaraj,Brilliance,Boy
Sarin,Wisdom,Boy
Gavaav,Brilliance,Girl
Nasaika,Divine,Girl
Aaryaan,Joy,Boy
Dinan,Harmony,Boy
Vinia,Energy,Boy
Trimiit,Love,Girl
Prarideep,Energy,Boy
Ishtaika,Kindness,Girl
Trishiraj,Peace,Girl
Denaraj,Wisdom,Girl
Bhkaita,Victory,Boy
Avvaans,Kindness,Girl
Aaviansh,Wisdom,Boy
Aarsaans,Hope,Boy
Napaay,Wisdom,Boy
Shataansh,Hope,Boy
Makaraj,Light,Girl
Arsaika,Prosperity,Girl
Vamaesh,Grace,Girl
Anshians,Peace,Boy
Avtait,Hope,Boy
Anshia,Love,Girl
Paruika,Harmony,Boy
Dimaraj,Peace,Girl
Aarviesh,Brilliance,Girl
Shishiika,Love,Boy
Lavaesh,Victory,Boy
Bavaraj,Wisdom,Boy
Pamiesh,Victory,Boy
Triviali,Prosperity,Girl
Lataav,Grace,Girl
Yalaansh,Joy,Boy
Andiya,Kindness,Girl
Adikaika,Joy,Girl
Masaraj,Grace,Girl
Ardiita,Joy,Girl
Kiyaika,Hope,Girl
Ashrun,Prosperity,Girl
Chanaans,Peace,Girl
Danaya,Harmony,Girl
Aditaika,Victory,Boy
Arvaans,Grace,Boy
Ashviav,Peace,Boy
Suvaan,Hope,Boy
Dediika,Light,Boy
Derua,Grace,Girl
Dayaav,Grace,Girl
Ravin,Wisdom,Girl
Kisaali,Love,Boy
Shanaav,Love,Girl
Omyaika,Love,Boy
Tataita,Hope,Boy
Sumaika,Wisdom,Boy
Dimiika,Wisdom,Boy
Hadiita,Peace,Boy
Bhviika,Victory,Boy
Aakan,Light,Girl
Denan,Victory,Girl
Hashiika,Light,Boy
Ishkaans,Divine,Boy
Kalaan,Hope,Boy
Vamaika,Wisdom,Girl
Suruika,Wisdom,Boy
Anviit,Grace,Girl
Adiraya,Strength,Girl
Maniesh,Harmony,Boy
Aryaika,Wisdom,Girl
Ashriansh,Love,Boy
Riviesh,Divine,Boy
Armiika,Strength,Girl
Aataan,Light,Girl
Taviraj,Energy,Boy
Shavaika,Joy,Girl
Dasaika,Grace,Boy
Ratadeep,Peace,Boy
Avrait,Energy,Boy
Yalaita,Prosperity,Girl
Shakaan,Peace,Girl
Shavaay,Victory,Girl
Sumait,Hope,Girl
Shanaa,Victory,Boy
Paruan,Strength,Boy
Aryan,Harmony,Boy
Tataita,Brilliance,Girl
Suriansh,Grace,Girl
Shimiita,Victory,Boy
Chapaesh,Brilliance,Girl
Nadiali,Victory,Girl
Baviita,Victory,Girl
Ayyaay,Wisdom,Boy
Aardin,Victory,Boy
Anmiraj,Energy,Boy
Arruans,Joy,Boy
Sharuay,Harmony,Girl
Chadiya,Brilliance,Girl
Chasait,Strength,Girl
Prapaya,Peace,Girl
Ishlaraj,Wisdom,Girl
Adiyaika,Divine,Girl
Kayaansh,Prosperity,Boy
Aamaali,Strength,Boy
Diriita,Energy,Boy
Adidians,Energy,Girl
Praraika,Wisdom,Girl
Chaman,Victory,Boy
Ashmiraj,Harmony,Girl
Laniika,Harmony,Boy
Bamian,Light,Girl
Maparaj,Divine,Boy
Anmin,Kindness,Girl
Paraita,Brilliance,Girl
Avpaika,Victory,Girl
Gashiraj,Brilliance,Boy
Aariay,Joy,Girl
Hayaav,Wisdom,Boy
Kipaan,Energy,Boy
Prashiika,Wisdom,Girl
Laviita,Kindness,Girl
Tridiali,Wisdom,Boy
Jadiika,Joy,Girl
Salaika,Peace,Boy
Ashvaika,Peace,Girl
Lasaansh,Joy,Girl
Vadiika,Divine,Girl
Omdideep,Grace,Boy
Shamaa,Brilliance,Girl
Kariali,Joy,Girl
Ashmaita,Wisdom,Girl
Saraika,Wisdom,Girl
Jadiav,Hope,Boy
Aaviita,Prosperity,Boy
Havians,Joy,Boy
Vamians,Light,Boy
Avtaali,Kindness,Girl
Mashiita,Wisdom,Girl
Triviika,Hope,Boy
Jamideep,Hope,Boy
Javaav,Light,Boy
Kashiay,Light,Boy
Arradeep,Brilliance,Girl
Viniika,Wisdom,Boy
Savian,Divine,Boy
Shaviika,Grace,Boy
Samiika,Joy,Boy
Artaav,Energy,Boy
Jalaika,Wisdom,Boy
Anriika,Energy,Boy
Palaika,Kindness,Girl
Madiika,Joy,Boy
Hasaali,Light,Girl
Ardiit,Energy,Girl
Prasaika,Grace,Boy
Hashiav,Strength,Boy
Arniav,Harmony,Boy
Dipaika,Strength,Boy
Shanaav,Energy,Boy
Ashyaansh,Brilliance,Girl
Saruesh,Kindness,Girl
Basaika,Hope,Boy
Adiruraj,Peace,Boy
Yanian,Hope,Girl
Vaviika,Joy,Boy
Omshiav,Energy,Girl
Diyaika,Harmony,Boy
Ishvaya,Wisdom,Boy
Nariansh,Peace,Boy
Hadiali,Divine,Girl
Riyaa,Brilliance,Boy
Sasaa,Wisdom,Girl
Praraans,Harmony,Boy
Sakaika,Hope,Girl
Ditaya,Love,Girl
Trilaansh,Love,Boy
Damaansh,Divine,Boy
Rivaansh,Kindness,Boy
Namiya,Strength,Boy
Shishiesh,Grace,Girl
Sudiika,Prosperity,Boy
Garaali,Prosperity,Girl
Tashiav,Grace,Boy
Lataan,Strength,Boy
Ramait,Divine,Boy
Delaan,Brilliance,Girl
Trinaali,Peace,Boy
Bhkaika,Kindness,Girl
Diyaya,Prosperity,Girl
Lasaraj,Love,Girl
Avvaika,Prosperity,Boy
Adiriesh,Brilliance,Girl
Maniita,Joy,Girl
Avsan,Energy,Girl
Ashtaa,Energy,Girl
Deshiit,Harmony,Boy
Avsaesh,Kindness,Boy
Devaya,Divine,Boy
Shasaika,Kindness,Girl
Omtaan,Kindness,Boy
Arpaan,Kindness,Boy
Rarua,Joy,Boy
Sumiya,Wisdom,Girl
Viyadeep,Brilliance,Girl
Omrait,Strength,Boy
Dinan,Wisdom,Boy
Jadiav,Energy,Boy
Arraan,Divine,Boy
Pravaan,Harmony,Girl
Davaans,Brilliance,Boy
Yanadeep,Energy,Girl
Laruav,Wisdom,Girl
Rarun,Energy,Girl
Adishia,Victory,Boy
Vipaika,Joy,Boy
Sharuika,Brilliance,Girl
Shiruya,Grace,Girl
Nataay,Kindness,Boy
Panideep,Light,Boy
Sutaans,Wisdom,Boy
Rishiali,Brilliance,Girl
Sanaika,Hope,Boy
Kamiita,Wisdom,Girl
Garaan,Victory,Girl
Namaya,Brilliance,Boy
Gadiika,Light,Girl
Trivian,Energy,Boy
Jaruita,Wisdom,Girl
Yatadeep,Kindness,Boy
Avnait,Grace,Girl
Kiruika,Kindness,Boy
Jaraika,Grace,Girl
Namiansh,Wisdom,Girl
Rilaav,Joy,Girl
Ganaita,Prosperity,Boy
Vilaansh,Hope,Boy
Halaansh,Prosperity,Boy
Maviika,Wisdom,Boy
Hamaraj,Grace,Girl
Shimaraj,Hope,Girl
Artaraj,Brilliance,Boy
Aapaika,Light,Girl
Deyaika,Prosperity,Girl
Vikait,Divine,Boy
Aavaansh,Strength,Boy
Lataraj,Divine,Boy
Jarin,Energy,Girl
Pavaay,Brilliance,Boy
Chaniika,Love,Boy
Havaraj,Joy,Boy
Chalaav,Joy,Girl
Aariika,Love,Girl
Bhmaita,Love,Boy
Saraika,Brilliance,Girl
Aaviika,Kindness,Boy
Aamiika,Joy,Boy
Adimaans,Peace,Girl
Suyaika,Harmony,Boy
Bhvaans,Light,Girl
Gariav,Strength,Boy
Vikaesh,Prosperity,Girl
Kamiya,Divine,Girl
Avvin,Victory,Boy
Ishsaans,Love,Boy
Balaika,Hope,Girl
Trinaika,Grace,Girl
Anniika,Strength,Girl
Avlaay,Harmony,Boy
Ishraika,Joy,Girl
Ashdiesh,Wisdom,Boy
Shimait,Hope,Girl
Kashiita,Love,Boy
Avtaansh,Kindness,Girl
Omniraj,Love,Boy
Nataika,Prosperity,Boy
Yapaansh,Light,Boy
Haniay,Strength,Girl
Lamiika,Hope,Girl
Adinaali,Love,Girl
Ladiansh,Prosperity,Girl
Ripadeep,Divine,Girl
Rariay,Energy,Boy
Kashideep,Brilliance,Boy
Anruit,Light,Girl
Disaali,Strength,Boy
Tririya,Peace,Boy
Janiansh,Divine,Boy
Kisaans,Brilliance,Boy
Shikaya,Strength,Girl
Ravaika,Prosperity,Girl
Aaniita,Energy,Girl
Diruans,Prosperity,Boy
Armiit,Harmony,Boy
Avtaan,Kindness,Boy
Shalaa,Brilliance,Boy
Mataansh,Prosperity,Boy
Shikan,Light,Girl
Aarkait,Prosperity,Girl
Tadiika,Love,Boy
Adiyaay,Love,Girl
Gadiika,Peace,Boy
Naviit,Joy,Girl
Arparaj,Joy,Boy
Bhlaav,Energy,Girl
Hayaansh,Harmony,Boy
Garaesh,Brilliance,Boy
Kaniay,Brilliance,Girl
Bavaa,Light,Boy
Laraika,Kindness,Girl
Garaesh,Strength,Boy
Vamin,Victory,Boy
Aarniika,Light,Boy
Ashmiesh,Peace,Boy
Ishyaika,Love,Boy
Taraali,Divine,Girl
Gavaan,Divine,Girl
Sulaans,Peace,Girl
Ashnaa,Peace,Boy
Ramians,Prosperity,Girl
Omnaav,Energy,Boy
Shiraay,Prosperity,Boy
Avriali,Harmony,Boy
Ayyadeep,Love,Boy
Vikaav,Wisdom,Girl
Hasaans,Strength,Boy
Rakaika,Wisdom,Boy
Lakaita,Peace,Boy
Navaav,Wisdom,Boy
Dinaay,Harmony,Girl
Vimiika,Love,Boy
Aadia,Peace,Boy
Hatan,Energy,Boy
Sharuans,Love,Girl
Ardiansh,Kindness,Girl
Jayaika,Victory,Girl
Chavaav,Divine,Boy
Shataika,Victory,Girl
Bhnaa,Strength,Boy
Prapaika,Victory,Boy
Lararaj,Hope,Boy
Hashiesh,Joy,Girl
Aayaita,Wisdom,Girl
Aydiita,Divine,Girl
Aarkan,Victory,Girl
Devaita,Peace,Boy
Sasaansh,Grace,Boy
Bhviansh,Victory,Girl
Trilaansh,Divine,Girl
Armaika,Kindness,Girl
Shimiika,Grace,Girl
Divaesh,Victory,Boy
Sayaika,Grace,Boy
Lamaansh,Hope,Girl
Mayaay,Joy,Girl
Adivideep,Prosperity,Girl
Bhkait,Victory,Boy
Yanin,Victory,Boy
Laruansh,Brilliance,Girl
Dadiita,Prosperity,Boy
Ashpaika,Hope,Girl
Takaansh,Harmony,Girl
Rilaika,Victory,Boy
Kaniita,Divine,Girl
Damian,Brilliance,Boy
Aarnians,Peace,Girl
Rishians,Victory,Boy
Dilaika,Harmony,Boy
Shaviay,Wisdom,Girl
Gamiay,Brilliance,Boy
Anpaika,Grace,Girl
Jakaika,Prosperity,Girl
Karuansh,Light,Boy
Javin,Love,Girl
Shipan,Joy,Girl
Padiay,Grace,Girl
Armaika,Divine,Girl
Vipaika,Harmony,Girl
Shimaya,Wisdom,Girl
Artan,Hope,Boy
Arpaika,Grace,Boy
Lamia,Kindness,Girl
Baviya,Victory,Boy
Ladiita,Energy,Girl
Payaay,Love,Girl
Vashiika,Light,Boy
Baruika,Divine,Boy
Ashruans,Grace,Girl
Jadiika,Brilliance,Boy
Vilaika,Divine,Boy
Dataansh,Brilliance,Boy
Sutaay,Kindness,Girl
Pavaika,Hope,Boy
Hanaansh,Grace,Boy
Shimait,Divine,Girl
Nataali,Kindness,Girl
Hadiali,Wisdom,Boy
Dinin,Brilliance,Boy
Aysaa,Joy,Boy
Deruan,Wisdom,Girl
Bavia,Harmony,Girl
Avmiay,Hope,Boy
Pralaika,Victory,Girl
Prarun,Strength,Girl
Pamiita,Strength,Boy
Takaika,Hope,Girl
Yataika,Light,Girl
Ashviika,Kindness,Boy
Shipaali,Strength,Girl
Aypaesh,Harmony,Boy
Omviita,Prosperity,Boy
Avyaika,Strength,Boy
Bhmaav,Peace,Boy
Aariali,Hope,Boy
Maniika,Wisdom,Boy
Gamiali,Brilliance,Boy
Suyaika,Peace,Boy
Trimaali,Grace,Girl
Aavaita,Strength,Boy
Bhvaa,Energy,Girl
Ranaika,Divine,Girl
Didiansh,Hope,Girl
Omnaika,Love,Girl
Mamaa,Divine,Girl
Armaa,Energy,Boy
Shiruita,Harmony,Girl
Narait,Harmony,Girl
Karuika,Grace,Girl
Arshiay,Divine,Boy
Tavian,Joy,Boy
Kishians,Harmony,Boy
Diparaj,Wisdom,Girl
Nakaansh,Wisdom,Boy
Viviika,Hope,Girl
Yanians,Strength,Girl
Lariit,Divine,Girl
Aylaika,Energy,Girl
Vidiansh,Divine,Girl
Shashiika,Kindness,Girl
Varaika,Peace,Girl
Vaniraj,Love,Girl
Ashmia,Love,Girl
Ishviya,Brilliance,Boy
Vavaav,Light,Girl
Tripaans,Prosperity,Girl
Sakadeep,Victory,Girl
Prarin,Light,Girl
Aylaraj,Grace,Girl
Bhmiika,Energy,Girl
Hariika,Harmony,Boy
Shidiika,Divine,Girl
Kikaan,Grace,Boy
Aardiav,Love,Girl
Ishriita,Kindness,Girl
Chaniika,Strength,Boy
Tadiesh,Victory,Girl
Aryaay,Brilliance,Boy
Aaviika,Prosperity,Boy
Varaa,Kindness,Girl
Shiraika,Victory,Boy
Vataika,Hope,Boy
Gataika,Joy,Boy
Ompaan,Kindness,Boy
Sapaav,Energy,Girl
Aytaya,Wisdom,Girl
Savaika,Energy,Girl
Trikaay,Peace,Boy
Adimaika,Prosperity,Girl
Chaviav,Prosperity,Boy
Yamiita,Joy,Girl
Ishpaay,Joy,Boy
Gamaita,Prosperity,Girl
Anshiika,Victory,Boy
Shaladeep,Prosperity,Girl
Aarnaa,Strength,Boy
Paviesh,Hope,Girl
Sharudeep,Grace,Girl
Viraita,Kindness,Girl
Dekaans,Peace,Boy
Avmiika,Peace,Boy
Bhdian,Victory,Boy
Vivideep,Harmony,Boy
Triniita,Energy,Boy
Pavaali,Grace,Boy
Dalaika,Prosperity,Girl
Nashiraj,Kindness,Boy
Aryaan,Light,Girl
Susaav,Strength,Boy
Didiita,Kindness,Girl
Aarsaan,Brilliance,Boy
Shakaa,Light,Girl
Maruika,Brilliance,Boy
Haraika,Strength,Girl
Hashian,Peace,Boy
Shidiya,Wisdom,Boy
Dapaans,Grace,Girl
Sayaansh,Peace,Girl
Omyaan,Kindness,Boy
Ishyaans,Brilliance,Girl
Kiniya,Wisdom,Boy
Avtaan,Hope,Boy
Anraali,Harmony,Boy
Havan,Victory,Boy
Ompaav,Harmony,Girl
Bavian,Harmony,Boy
Vivideep,Victory,Girl
Shasaansh,Kindness,Girl
Dayaav,Wisdom,Boy
Rimaika,Harmony,Boy
Pashia,Light,Boy
Dimaika,Joy,Boy
Bataika,Kindness,Girl
Charuika,Wisdom,Girl
Pashia,Energy,Girl
Shasaita,Strength,Girl
Aylaika,Kindness,Boy
Avyaansh,Grace,Girl
Chayaita,Strength,Boy
Supaay,Harmony,Boy
Hasaya,Hope,Boy
Yamaita,Victory,Boy
Shariali,Kindness,Boy
Tamideep,Brilliance,Girl
Sumiika,Grace,Girl
Avshian,Prosperity,Girl
Bayaika,Divine,Girl
Vitaraj,Victory,Girl
Jashiav,Kindness,Girl
Rilaav,Wisdom,Girl
Chamians,Joy,Girl
Kaniraj,Peace,Girl
Tataansh,Brilliance,Girl
Sudians,Energy,Boy
Chashiav,Harmony,Girl
Yaraita,Victory,Girl
Paruansh,Divine,Boy
Omladeep,Love,Girl
Vasaita,Divine,Boy
Gakaika,Grace,Boy
Aamiika,Strength,Boy
Chamian,Prosperity,Boy
Tadiita,Strength,Girl
Vishin,Strength,Boy
Rilan,Grace,Boy
Ommait,Harmony,Girl
Chadiya,Divine,Boy
Omnia,Energy,Boy
Chataika,Grace,Boy
Aayaans,Wisdom,Boy
Dimin,Victory,Boy
Haruita,Energy,Boy
Damiika,Peace,Boy
Hamaan,Wisdom,Boy
Jayaali,Wisdom,Boy
Nalaav,Brilliance,Girl
Vamiit,Hope,Boy
Aariika,Peace,Girl
Nalait,Strength,Boy
Aadiika,Hope,Boy
Tayaika,Hope,Boy
Ranaita,Hope,Girl
Shikaans,Light,Boy
Anriit,Victory,Boy
Visaika,Hope,Girl
Dadiali,Grace,Girl
Ishruita,Love,Boy
Anviika,Brilliance,Boy
Pashiika,Strength,Girl
Jadideep,Harmony,Girl
Jasait,Victory,Girl
Omkaan,Energy,Boy
Rapaesh,Brilliance,Girl
Adiraya,Divine,Boy
Ayruraj,Joy,Boy
Varideep,Victory,Boy
Mavaans,Energy,Boy
Pramaya,Harmony,Girl
Tritaali,Grace,Girl
Takaika,Light,Girl
Jaraa,Kindness,Boy
Shiviika,Joy,Girl
Yaran,Prosperity,Girl
Depaa,Strength,Girl
Kimaans,Kindness,Girl
Lavia,Energy,Boy
Arnadeep,Light,Boy
Pravian,Joy,Boy
Hashia,Energy,Boy
Maviika,Hope,Boy
Dinideep,Prosperity,Girl
Shiyaan,Energy,Boy
Depaika,Energy,Girl
Diradeep,Victory,Girl
Gamaika,Victory,Girl
Lalaay,Joy,Girl
Diraesh,Divine,Girl
Aarlaa,Light,Boy
Banaita,Harmony,Girl
Ommiika,Victory,Boy
Baruans,Hope,Girl
Tamia,Kindness,Girl
Vashian,Energy,Boy
Deniya,Wisdom,Girl
Dayaya,Energy,Girl
Shaniika,Hope,Boy
Shasaika,Love,Boy
Jadiika,Peace,Girl
Tariansh,Hope,Girl
Rashiita,Victory,Girl
Shadideep,Victory,Boy
Ishraans,Energy,Girl
Yakaika,Kindness,Girl
Shalan,Kindness,Boy
Ayvaav,Light,Girl
Taraa,Brilliance,Girl
Anmaali,Brilliance,Girl
Vidiika,Victory,Girl
Riraansh,Energy,Girl
Daradeep,Harmony,Girl
Ishrun,Kindness,Boy
Paraika,Harmony,Boy
Rivadeep,Light,Girl
Aysaita,Divine,Boy
Ashniya,Wisdom,Girl
Naruraj,Kindness,Girl
Avdiika,Brilliance,Boy
Adimaita,Harmony,Girl
Diviika,Brilliance,Girl
Laruraj,Light,Girl
Arviika,Energy,Girl
Karuansh,Kindness,Girl
Detadeep,Hope,Girl
Mamiya,Grace,Girl
Dadiansh,Victory,Girl
Rasaansh,Peace,Boy
Paraans,Strength,Girl
Dipaan,Brilliance,Girl
Aarniika,Light,Boy
Vanaika,Divine,Boy
Ommaika,Prosperity,Boy
Anruita,Victory,Boy
Naraika,Joy,Boy
Arvaans,Light,Boy
Ashriali,Brilliance,Girl
Tamians,Brilliance,Boy
Janiika,Love,Girl
Bhvians,Love,Girl
Chanaay,Strength,Girl
Tritaav,Hope,Boy
Arkaika,Light,Boy
Trishiita,Joy,Boy
Vaviya,Harmony,Girl
Kaviraj,Prosperity,Boy
Prariansh,Grace,Boy
Pavia,Divine,Boy
Rikaav,Energy,Boy
Padiit,Victory,Girl
Triviita,Kindness,Girl
Chataali,Divine,Boy
Pashians,Brilliance,Boy
Trimiesh,Hope,Girl
Bakaans,Energy,Girl
Sudians,Wisdom,Girl
Ramin,Wisdom,Girl
Prapaan,Kindness,Boy
Aynaesh,Light,Boy
Pakaika,Harmony,Boy
Vitaika,Harmony,Girl
Aarraay,Brilliance,Boy
Nakaav,Harmony,Boy
Talaika,Kindness,Girl
Divaita,Love,Boy
Dayadeep,Harmony,Boy
Hadiali,Kindness,Girl
Deshin,Joy,Girl
Shaviika,Light,Girl
Javia,Brilliance,Girl
Aymaika,Victory,Boy
Dariav,Harmony,Boy
Shadiita,Victory,Girl
Anviali,Brilliance,Boy
Riman,Joy,Girl
Ayruay,Love,Boy
Rasaya,Hope,Boy
Triniika,Victory,Girl
Ashshiit,Peace,Girl
Demiraj,Grace,Boy
Dipaay,Prosperity,Boy
Dadian,Joy,Girl
Shisaya,Energy,Girl
Anvadeep,Prosperity,Boy
Baviika,Grace,Girl
